"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.13    ,  0.14  
MgO     ,  6.20    ,  0.17  
Al2O3   ,  8.50    ,  0.19  
SiO2    , 43.31    ,  0.54  
P2O5    ,  1.19    ,  0.07  
SO3     ,  7.25    ,  0.15  
Cl      ,  0.96    ,  0.04  
K2O     ,  0.68    ,  0.02  
CaO     ,  5.64    ,  0.08  
TiO2    ,  1.08    ,  0.05  
Cr2O3   ,  0.31    ,  0.03  
MnO     ,  1.25    ,  0.04  
FeO     , 20.69    ,  0.26  
Ni      ,  0.0697  ,  0.0040
Zn      ,  0.4465  ,  0.0135
Br      ,  0.0159  ,  0.0010
