"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.30    ,  0.14  
MgO     ,  6.22    ,  0.17  
Al2O3   ,  7.97    ,  0.19  
SiO2    , 38.44    ,  0.43  
P2O5    ,  1.31    ,  0.07  
SO3     , 11.27    ,  0.12  
Cl      ,  1.43    ,  0.03  
K2O     ,  0.64    ,  0.02  
CaO     ,  7.81    ,  0.08  
TiO2    ,  1.11    ,  0.05  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.70    ,  0.03  
FeO     , 19.96    ,  0.26  
Ni      ,  0.0655  ,  0.0035
Zn      ,  0.2861  ,  0.0090
Br      ,  0.0602  ,  0.0020
