"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.72    ,  0.13  
MgO     ,  7.19    ,  0.17  
Al2O3   ,  9.44    ,  0.19  
SiO2    , 47.00    ,  0.53  
P2O5    ,  0.76    ,  0.05  
SO3     ,  1.66    ,  0.05  
Cl      ,  1.17    ,  0.02  
K2O     ,  0.75    ,  0.02  
CaO     ,  5.53    ,  0.06  
TiO2    ,  1.23    ,  0.05  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.29    ,  0.01  
FeO     , 21.65    ,  0.26  
Ni      ,  0.0495  ,  0.0025
Zn      ,  0.0634  ,  0.0020
Br      ,  0.0109  ,  0.0005
