"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.17    ,  0.20  
MgO     ,  6.65    ,  0.41  
Al2O3   ,  9.00    ,  0.47  
SiO2    , 43.21    ,  0.96  
P2O5    ,  0.72    ,  0.09  
SO3     ,  5.90    ,  0.30  
Cl      ,  1.08    ,  0.06  
K2O     ,  0.66    ,  0.05  
CaO     ,  6.37    ,  0.32  
TiO2    ,  1.33    ,  0.08  
Cr2O3   ,  0.40    ,  0.04  
MnO     ,  0.34    ,  0.04  
FeO     , 21.82    ,  0.45  
Ni      ,  0.0620  ,  0.0055
Zn      ,  0.0670  ,  0.0040
Br      ,  0.0095  ,  0.0015
