"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.18    ,  0.07  
MgO     ,  5.74    ,  0.17  
Al2O3   ,  8.41    ,  0.19  
SiO2    , 43.87    ,  0.54  
P2O5    ,  0.81    ,  0.05  
SO3     ,  6.37    ,  0.08  
Cl      ,  0.78    ,  0.02  
K2O     ,  1.07    ,  0.04  
CaO     ,  5.03    ,  0.06  
TiO2    ,  1.21    ,  0.05  
Cr2O3   ,  0.39    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 23.46    ,  0.26  
Ni      ,  0.1042  ,  0.0055
Zn      ,  0.1834  ,  0.0060
Br      ,  0.0281  ,  0.0010
