"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.69    ,  0.14  
MgO     ,  5.59    ,  0.17  
Al2O3   ,  8.92    ,  0.19  
SiO2    , 47.31    ,  0.54  
P2O5    ,  0.99    ,  0.07  
SO3     ,  5.83    ,  0.08  
Cl      ,  2.05    ,  0.03  
K2O     ,  1.05    ,  0.04  
CaO     ,  3.30    ,  0.04  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 20.47    ,  0.26  
Ni      ,  0.1011  ,  0.0055
Zn      ,  0.0881  ,  0.0030
Br      ,  0.0035  ,  0.0005
