"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.77    ,  0.20  
MgO     ,  6.48    ,  0.25  
Al2O3   ,  8.01    ,  0.29  
SiO2    , 42.09    ,  0.64  
P2O5    ,  1.00    ,  0.07  
SO3     ,  8.23    ,  0.22  
Cl      ,  1.69    ,  0.06  
K2O     ,  0.62    ,  0.04  
CaO     ,  5.45    ,  0.10  
TiO2    ,  1.05    ,  0.05  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.09    ,  0.03  
FeO     , 21.96    ,  0.26  
Ni      ,  0.0767  ,  0.0060
Zn      ,  0.0732  ,  0.0040
Br      ,  0.0452  ,  0.0020
