"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.80    ,  0.14  
MgO     ,  5.72    ,  0.17  
Al2O3   , 11.66    ,  0.29  
SiO2    , 52.60    ,  0.75  
P2O5    ,  1.11    ,  0.07  
SO3     ,  4.03    ,  0.12  
Cl      ,  0.63    ,  0.04  
K2O     ,  0.75    ,  0.04  
CaO     ,  4.21    ,  0.08  
TiO2    ,  1.11    ,  0.05  
Cr2O3   ,  0.36    ,  0.03  
MnO     ,  0.29    ,  0.03  
FeO     , 14.37    ,  0.20  
Ni      ,  0.0615  ,  0.0045
Zn      ,  0.1524  ,  0.0050
Br      ,  0.0516  ,  0.0020
