"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.75    ,  0.14  
MgO     ,  5.09    ,  0.17  
Al2O3   , 13.22    ,  0.29  
SiO2    , 53.01    ,  0.54  
P2O5    ,  1.12    ,  0.07  
SO3     ,  4.06    ,  0.05  
Cl      ,  0.76    ,  0.02  
K2O     ,  0.81    ,  0.04  
CaO     ,  3.58    ,  0.04  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.42    ,  0.01  
MnO     ,  0.26    ,  0.01  
FeO     , 13.47    ,  0.20  
Ni      ,  0.0761  ,  0.0040
Zn      ,  0.1535  ,  0.0050
Br      ,  0.0728  ,  0.0025
