"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.06    ,  0.14  
MgO     ,  3.87    ,  0.08  
Al2O3   , 12.33    ,  0.29  
SiO2    , 50.63    ,  0.54  
P2O5    ,  1.48    ,  0.09  
SO3     ,  5.01    ,  0.10  
Cl      ,  0.77    ,  0.03  
K2O     ,  0.74    ,  0.02  
CaO     ,  4.47    ,  0.06  
TiO2    ,  1.20    ,  0.05  
Cr2O3   ,  0.41    ,  0.01  
MnO     ,  0.37    ,  0.01  
FeO     , 15.08    ,  0.20  
Ni      ,  0.0854  ,  0.0045
Zn      ,  0.2472  ,  0.0075
Br      ,  0.0066  ,  0.0005
