"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.30    ,  0.14  
MgO     ,  5.79    ,  0.17  
Al2O3   ,  8.88    ,  0.19  
SiO2    , 47.89    ,  0.54  
P2O5    ,  0.89    ,  0.05  
SO3     ,  6.20    ,  0.10  
Cl      ,  0.92    ,  0.03  
K2O     ,  1.01    ,  0.04  
CaO     ,  4.57    ,  0.06  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 19.55    ,  0.26  
Ni      ,  0.0829  ,  0.0045
Zn      ,  0.1374  ,  0.0045
Br      ,  0.0176  ,  0.0010
