"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.52    ,  0.14  
MgO     ,  7.65    ,  0.17  
Al2O3   ,  8.53    ,  0.19  
SiO2    , 45.29    ,  0.54  
P2O5    ,  0.93    ,  0.07  
SO3     ,  7.32    ,  0.08  
Cl      ,  1.32    ,  0.02  
K2O     ,  0.72    ,  0.02  
CaO     ,  5.22    ,  0.06  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.36    ,  0.01  
MnO     ,  0.22    ,  0.01  
FeO     , 18.42    ,  0.20  
Ni      ,  0.0840  ,  0.0045
Zn      ,  0.1187  ,  0.0040
Br      ,  0.0747  ,  0.0025
