"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.39    ,  0.14  
MgO     ,  6.21    ,  0.17  
Al2O3   ,  6.70    ,  0.19  
SiO2    , 53.26    ,  0.75  
P2O5    ,  1.11    ,  0.07  
SO3     , 10.53    ,  0.22  
Cl      ,  1.11    ,  0.05  
K2O     ,  0.50    ,  0.02  
CaO     ,  5.36    ,  0.08  
TiO2    ,  1.09    ,  0.05  
Cr2O3   ,  0.50    ,  0.03  
MnO     ,  0.10    ,  0.03  
FeO     , 10.85    ,  0.13  
Ni      ,  0.0281  ,  0.0030
Zn      ,  0.0284  ,  0.0020
Br      ,  0.0507  ,  0.0020
