"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.16    ,  0.14  
MgO     ,  5.54    ,  0.17  
Al2O3   ,  7.98    ,  0.19  
SiO2    , 43.71    ,  0.54  
P2O5    ,  1.04    ,  0.07  
SO3     , 10.69    ,  0.20  
Cl      ,  1.11    ,  0.04  
K2O     ,  0.90    ,  0.04  
CaO     ,  6.16    ,  0.08  
TiO2    ,  1.00    ,  0.05  
Cr2O3   ,  0.30    ,  0.03  
MnO     ,  0.15    ,  0.03  
FeO     , 18.99    ,  0.20  
Ni      ,  0.0771  ,  0.0045
Zn      ,  0.1130  ,  0.0035
Br      ,  0.0113  ,  0.0010
