"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.48    ,  0.14  
MgO     ,  6.36    ,  0.17  
Al2O3   ,  8.67    ,  0.19  
SiO2    , 46.93    ,  0.54  
P2O5    ,  1.09    ,  0.07  
SO3     ,  5.73    ,  0.08  
Cl      ,  1.60    ,  0.03  
K2O     ,  0.96    ,  0.04  
CaO     ,  3.74    ,  0.04  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 20.42    ,  0.26  
Ni      ,  0.1046  ,  0.0055
Zn      ,  0.1208  ,  0.0040
Br      ,  0.0576  ,  0.0020
