"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.82    ,  0.20  
MgO     ,  8.77    ,  0.25  
Al2O3   , 10.01    ,  0.29  
SiO2    , 46.68    ,  0.75  
P2O5    ,  1.00    ,  0.07  
SO3     ,  3.43    ,  0.15  
Cl      ,  0.63    ,  0.05  
K2O     ,  0.54    ,  0.04  
CaO     ,  6.82    ,  0.13  
TiO2    ,  0.93    ,  0.05  
Cr2O3   ,  0.24    ,  0.03  
MnO     ,  0.36    ,  0.04  
FeO     , 17.62    ,  0.20  
Ni      ,  0.0710  ,  0.0060
Zn      ,  0.0164  ,  0.0025
Br      ,  0.0059  ,  0.0015
