"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.75    ,  0.07  
MgO     ,  3.56    ,  0.08  
Al2O3   ,  3.45    ,  0.10  
SiO2    , 66.83    ,  0.75  
P2O5    ,  1.93    ,  0.12  
SO3     ,  9.55    ,  0.10  
Cl      ,  0.81    ,  0.02  
K2O     ,  0.84    ,  0.04  
CaO     ,  3.40    ,  0.04  
TiO2    ,  1.31    ,  0.05  
Cr2O3   ,  0.20    ,  0.01  
MnO     ,  0.03    ,  0.04  
FeO     ,  6.08    ,  0.07  
Ni      ,  0.0079  ,  0.0010
Zn      ,  0.0404  ,  0.0015
Br      ,  0.0627  ,  0.0020
