"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.28    ,  0.20  
MgO     ,  6.16    ,  0.25  
Al2O3   ,  8.32    ,  0.19  
SiO2    , 43.75    ,  0.64  
P2O5    ,  0.86    ,  0.07  
SO3     , 10.11    ,  0.25  
Cl      ,  0.86    ,  0.05  
K2O     ,  0.68    ,  0.04  
CaO     ,  6.55    ,  0.10  
TiO2    ,  0.94    ,  0.07  
Cr2O3   ,  0.30    ,  0.03  
MnO     ,  0.20    ,  0.03  
FeO     , 18.52    ,  0.20  
Ni      ,  0.0981  ,  0.0060
Zn      ,  0.0659  ,  0.0035
Br      ,  0.0042  ,  0.0010
