"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.68    ,  0.14  
MgO     ,  4.98    ,  0.17  
Al2O3   ,  8.86    ,  0.19  
SiO2    , 50.02    ,  0.54  
P2O5    ,  0.92    ,  0.05  
SO3     ,  5.86    ,  0.08  
Cl      ,  1.71    ,  0.02  
K2O     ,  0.88    ,  0.04  
CaO     ,  3.93    ,  0.04  
TiO2    ,  1.08    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 18.27    ,  0.20  
Ni      ,  0.0898  ,  0.0045
Zn      ,  0.0946  ,  0.0030
Br      ,  0.1040  ,  0.0035
