"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.18    ,  0.20  
MgO     ,  7.26    ,  0.25  
Al2O3   ,  9.07    ,  0.29  
SiO2    , 47.42    ,  0.64  
P2O5    ,  0.81    ,  0.05  
SO3     ,  4.99    ,  0.12  
Cl      ,  1.63    ,  0.05  
K2O     ,  0.73    ,  0.02  
CaO     ,  3.65    ,  0.07  
TiO2    ,  1.16    ,  0.05  
Cr2O3   ,  0.34    ,  0.03  
MnO     ,  0.32    ,  0.03  
FeO     , 19.79    ,  0.26  
Ni      ,  0.0734  ,  0.0045
Zn      ,  0.3678  ,  0.0115
Br      ,  0.0521  ,  0.0020
