"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.84    ,  0.07  
MgO     ,  5.06    ,  0.17  
Al2O3   ,  3.64    ,  0.10  
SiO2    , 16.86    ,  0.21  
P2O5    ,  0.72    ,  0.05  
SO3     , 34.37    ,  0.35  
Cl      ,  1.29    ,  0.03  
K2O     ,  0.17    ,  0.01  
CaO     , 23.30    ,  0.24  
TiO2    ,  0.20    ,  0.02  
Cr2O3   ,  0.06    ,  0.01  
MnO     ,  0.13    ,  0.01  
FeO     , 12.26    ,  0.13  
Ni      ,  0.0242  ,  0.0015
Zn      ,  0.0339  ,  0.0015
Br      ,  0.0042  ,  0.0005
