"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.32    ,  0.14  
MgO     ,  4.95    ,  0.17  
Al2O3   ,  8.50    ,  0.19  
SiO2    , 45.90    ,  0.54  
P2O5    ,  1.06    ,  0.07  
SO3     ,  9.90    ,  0.12  
Cl      ,  1.18    ,  0.03  
K2O     ,  0.94    ,  0.04  
CaO     ,  5.95    ,  0.07  
TiO2    ,  1.04    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 17.58    ,  0.20  
Ni      ,  0.0855  ,  0.0045
Zn      ,  0.0848  ,  0.0030
Br      ,  0.0218  ,  0.0010
