"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.01    ,  0.07  
MgO     , 18.30    ,  0.42  
Al2O3   ,  4.05    ,  0.10  
SiO2    , 33.38    ,  0.43  
P2O5    ,  0.70    ,  0.05  
SO3     ,  4.35    ,  0.05  
Cl      ,  3.36    ,  0.04  
K2O     ,  2.49    ,  0.08  
CaO     ,  4.25    ,  0.06  
TiO2    ,  0.91    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  4.03    ,  0.09  
FeO     , 21.58    ,  0.26  
Ni      ,  0.1101  ,  0.0060
Zn      ,  0.8156  ,  0.0245
Br      ,  0.1888  ,  0.0060
