"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.35    ,  0.14  
MgO     ,  6.89    ,  0.17  
Al2O3   ,  8.55    ,  0.19  
SiO2    , 45.89    ,  0.54  
P2O5    ,  1.11    ,  0.07  
SO3     ,  5.73    ,  0.10  
Cl      ,  0.90    ,  0.03  
K2O     ,  0.84    ,  0.04  
CaO     ,  3.54    ,  0.04  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.33    ,  0.01  
FeO     , 22.02    ,  0.26  
Ni      ,  0.0936  ,  0.0050
Zn      ,  0.1848  ,  0.0060
Br      ,  0.0479  ,  0.0015
