"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.56    ,  0.20  
MgO     ,  6.99    ,  0.25  
Al2O3   ,  8.50    ,  0.29  
SiO2    , 41.30    ,  0.64  
P2O5    ,  1.04    ,  0.07  
SO3     , 11.07    ,  0.28  
Cl      ,  0.91    ,  0.05  
K2O     ,  0.69    ,  0.04  
CaO     ,  6.73    ,  0.11  
TiO2    ,  0.96    ,  0.07  
Cr2O3   ,  0.34    ,  0.05  
MnO     ,  0.32    ,  0.04  
FeO     , 18.23    ,  0.20  
Ni      ,  0.0837  ,  0.0065
Zn      ,  0.0909  ,  0.0045
Br      ,  0.0192  ,  0.0020
