"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  6.92    ,  0.17  
Al2O3   ,  9.07    ,  0.19  
SiO2    , 48.66    ,  0.54  
P2O5    ,  0.71    ,  0.05  
SO3     ,  3.99    ,  0.10  
Cl      ,  1.47    ,  0.04  
K2O     ,  0.82    ,  0.04  
CaO     ,  3.81    ,  0.06  
TiO2    ,  1.16    ,  0.05  
Cr2O3   ,  0.39    ,  0.03  
MnO     ,  0.20    ,  0.03  
FeO     , 19.86    ,  0.26  
Ni      ,  0.0878  ,  0.0045
Zn      ,  0.2466  ,  0.0075
Br      ,  0.0387  ,  0.0015
