"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.62    ,  0.14  
MgO     ,  9.44    ,  0.25  
Al2O3   ,  9.63    ,  0.29  
SiO2    , 43.72    ,  0.54  
P2O5    ,  0.79    ,  0.05  
SO3     ,  3.50    ,  0.05  
Cl      ,  0.54    ,  0.02  
K2O     ,  0.45    ,  0.02  
CaO     ,  7.45    ,  0.08  
TiO2    ,  0.93    ,  0.03  
Cr2O3   ,  0.50    ,  0.01  
MnO     ,  0.43    ,  0.01  
FeO     , 19.88    ,  0.26  
Ni      ,  0.0478  ,  0.0025
Zn      ,  0.0218  ,  0.0010
Br      ,  0.0030  ,  0.0005
