"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.88    ,  0.14  
MgO     ,  6.14    ,  0.17  
Al2O3   ,  9.91    ,  0.29  
SiO2    , 44.50    ,  0.54  
P2O5    ,  0.64    ,  0.05  
SO3     ,  4.86    ,  0.12  
Cl      ,  0.73    ,  0.04  
K2O     ,  1.30    ,  0.05  
CaO     ,  6.62    ,  0.10  
TiO2    ,  1.23    ,  0.05  
Cr2O3   ,  0.53    ,  0.03  
MnO     ,  0.39    ,  0.03  
FeO     , 20.09    ,  0.26  
Ni      ,  0.0196  ,  0.0025
Zn      ,  0.0664  ,  0.0030
Br      ,  0.0053  ,  0.0010
