"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.77    ,  0.14  
MgO     ,  5.22    ,  0.17  
Al2O3   , 11.32    ,  0.29  
SiO2    , 52.77    ,  0.54  
P2O5    ,  1.03    ,  0.07  
SO3     ,  3.41    ,  0.05  
Cl      ,  0.87    ,  0.02  
K2O     ,  0.76    ,  0.02  
CaO     ,  4.08    ,  0.04  
TiO2    ,  1.11    ,  0.03  
Cr2O3   ,  0.37    ,  0.01  
MnO     ,  0.26    ,  0.01  
FeO     , 15.67    ,  0.20  
Ni      ,  0.0733  ,  0.0040
Zn      ,  0.1162  ,  0.0035
Br      ,  0.0950  ,  0.0030
