"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.72    ,  0.20  
MgO     ,  4.56    ,  0.25  
Al2O3   ,  9.67    ,  0.29  
SiO2    , 51.38    ,  0.75  
P2O5    ,  0.65    ,  0.05  
SO3     ,  2.86    ,  0.12  
Cl      ,  1.07    ,  0.05  
K2O     ,  1.25    ,  0.05  
CaO     ,  2.52    ,  0.07  
TiO2    ,  1.09    ,  0.05  
Cr2O3   ,  0.32    ,  0.03  
MnO     ,  0.15    ,  0.03  
FeO     , 21.42    ,  0.26  
Ni      ,  0.0985  ,  0.0060
Zn      ,  0.1311  ,  0.0050
Br      ,  0.0448  ,  0.0020
