"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.58    ,  0.14  
MgO     ,  8.01    ,  0.17  
Al2O3   ,  8.12    ,  0.19  
SiO2    , 36.15    ,  0.43  
P2O5    ,  0.87    ,  0.05  
SO3     , 13.49    ,  0.17  
Cl      ,  1.34    ,  0.04  
K2O     ,  0.37    ,  0.02  
CaO     ,  7.70    ,  0.08  
TiO2    ,  0.94    ,  0.03  
Cr2O3   ,  0.28    ,  0.03  
MnO     ,  0.27    ,  0.01  
FeO     , 19.49    ,  0.26  
Ni      ,  0.1153  ,  0.0060
Zn      ,  0.1403  ,  0.0045
Br      ,  0.0397  ,  0.0015
