"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.14  
MgO     ,  5.37    ,  0.17  
Al2O3   ,  8.53    ,  0.19  
SiO2    , 48.26    ,  0.54  
P2O5    ,  0.95    ,  0.07  
SO3     ,  7.63    ,  0.12  
Cl      ,  1.57    ,  0.03  
K2O     ,  0.82    ,  0.04  
CaO     ,  4.49    ,  0.06  
TiO2    ,  1.04    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.31    ,  0.01  
FeO     , 17.83    ,  0.20  
Ni      ,  0.0805  ,  0.0045
Zn      ,  0.1402  ,  0.0045
Br      ,  0.0957  ,  0.0030
