"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.60    ,  0.14  
MgO     ,  6.38    ,  0.17  
Al2O3   ,  8.93    ,  0.19  
SiO2    , 47.14    ,  0.54  
P2O5    ,  1.21    ,  0.07  
SO3     ,  5.99    ,  0.08  
Cl      ,  0.68    ,  0.02  
K2O     ,  0.79    ,  0.02  
CaO     ,  5.65    ,  0.07  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.35    ,  0.01  
FeO     , 18.51    ,  0.20  
Ni      ,  0.0662  ,  0.0035
Zn      ,  0.1420  ,  0.0045
Br      ,  0.0190  ,  0.0010
