"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.55    ,  0.20  
MgO     ,  5.35    ,  0.33  
Al2O3   ,  9.37    ,  0.48  
SiO2    , 49.63    ,  1.07  
P2O5    ,  0.60    ,  0.07  
SO3     ,  4.82    ,  0.25  
Cl      ,  1.02    ,  0.06  
K2O     ,  1.15    ,  0.06  
CaO     ,  2.66    ,  0.14  
TiO2    ,  1.07    ,  0.07  
Cr2O3   ,  0.27    ,  0.03  
MnO     ,  0.24    ,  0.03  
FeO     , 21.03    ,  0.46  
Ni      ,  0.0723  ,  0.0060
Zn      ,  0.1118  ,  0.0060
Br      ,  0.0080  ,  0.0010
