"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.77    ,  0.14  
MgO     ,  5.06    ,  0.17  
Al2O3   , 10.55    ,  0.29  
SiO2    , 51.61    ,  0.54  
P2O5    ,  1.02    ,  0.07  
SO3     ,  4.93    ,  0.08  
Cl      ,  0.52    ,  0.02  
K2O     ,  0.85    ,  0.04  
CaO     ,  4.02    ,  0.04  
TiO2    ,  1.11    ,  0.03  
Cr2O3   ,  0.35    ,  0.01  
MnO     ,  0.32    ,  0.01  
FeO     , 16.59    ,  0.20  
Ni      ,  0.0487  ,  0.0025
Zn      ,  0.1607  ,  0.0050
Br      ,  0.0097  ,  0.0005
