"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.62    ,  0.14  
MgO     ,  5.98    ,  0.17  
Al2O3   ,  9.62    ,  0.29  
SiO2    , 49.51    ,  0.54  
P2O5    ,  0.72    ,  0.05  
SO3     ,  5.28    ,  0.10  
Cl      ,  1.55    ,  0.03  
K2O     ,  0.72    ,  0.02  
CaO     ,  3.99    ,  0.04  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.10    ,  0.01  
FeO     , 18.23    ,  0.20  
Ni      ,  0.0891  ,  0.0045
Zn      ,  0.0781  ,  0.0025
Br      ,  0.0158  ,  0.0005
