"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.01    ,  0.14  
MgO     ,  9.32    ,  0.25  
Al2O3   ,  8.63    ,  0.19  
SiO2    , 41.13    ,  0.43  
P2O5    ,  0.86    ,  0.05  
SO3     ,  4.61    ,  0.10  
Cl      ,  1.19    ,  0.04  
K2O     ,  0.62    ,  0.02  
CaO     ,  6.66    ,  0.07  
TiO2    ,  0.99    ,  0.03  
Cr2O3   ,  0.46    ,  0.03  
MnO     ,  0.29    ,  0.01  
FeO     , 21.95    ,  0.26  
Ni      ,  0.0932  ,  0.0050
Zn      ,  0.0921  ,  0.0030
Br      ,  0.0066  ,  0.0010
