"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.68    ,  0.20  
MgO     ,  7.92    ,  0.25  
Al2O3   ,  8.24    ,  0.29  
SiO2    , 43.84    ,  0.64  
P2O5    ,  1.04    ,  0.07  
SO3     ,  7.75    ,  0.22  
Cl      ,  1.51    ,  0.06  
K2O     ,  0.67    ,  0.04  
CaO     ,  5.17    ,  0.10  
TiO2    ,  1.07    ,  0.09  
Cr2O3   ,  0.34    ,  0.05  
MnO     ,  0.40    ,  0.04  
FeO     , 18.91    ,  0.20  
Ni      ,  0.0871  ,  0.0065
Zn      ,  0.1395  ,  0.0055
Br      ,  0.1087  ,  0.0035
