"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.27    ,  0.14  
MgO     ,  6.39    ,  0.17  
Al2O3   ,  8.21    ,  0.19  
SiO2    , 44.33    ,  0.54  
P2O5    ,  0.74    ,  0.05  
SO3     , 10.26    ,  0.12  
Cl      ,  1.52    ,  0.02  
K2O     ,  0.73    ,  0.02  
CaO     ,  6.88    ,  0.07  
TiO2    ,  1.08    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.21    ,  0.01  
FeO     , 16.59    ,  0.20  
Ni      ,  0.0723  ,  0.0040
Zn      ,  0.2202  ,  0.0070
Br      ,  0.0578  ,  0.0020
