"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  6.18    ,  0.17  
Al2O3   ,  9.80    ,  0.29  
SiO2    , 47.55    ,  0.54  
P2O5    ,  0.93    ,  0.07  
SO3     ,  8.69    ,  0.10  
Cl      ,  0.94    ,  0.02  
K2O     ,  0.67    ,  0.02  
CaO     ,  6.12    ,  0.07  
TiO2    ,  0.96    ,  0.03  
Cr2O3   ,  0.40    ,  0.01  
MnO     ,  0.22    ,  0.01  
FeO     , 14.75    ,  0.20  
Ni      ,  0.0826  ,  0.0045
Zn      ,  0.1131  ,  0.0035
Br      ,  0.0451  ,  0.0015
