"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.45    ,  0.14  
MgO     , 10.90    ,  0.25  
Al2O3   ,  8.57    ,  0.19  
SiO2    , 43.67    ,  0.54  
P2O5    ,  0.70    ,  0.05  
SO3     ,  2.87    ,  0.08  
Cl      ,  0.44    ,  0.02  
K2O     ,  0.35    ,  0.02  
CaO     ,  6.92    ,  0.07  
TiO2    ,  0.85    ,  0.03  
Cr2O3   ,  0.50    ,  0.03  
MnO     ,  0.45    ,  0.03  
FeO     , 21.13    ,  0.26  
Ni      ,  0.0744  ,  0.0040
Zn      ,  0.0194  ,  0.0015
Br      ,  0.0057  ,  0.0005
