"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.68    ,  0.14  
MgO     , 15.63    ,  0.33  
Al2O3   ,  5.08    ,  0.19  
SiO2    , 36.84    ,  0.43  
P2O5    ,  0.83    ,  0.05  
SO3     ,  9.40    ,  0.15  
Cl      ,  1.22    ,  0.03  
K2O     ,  0.37    ,  0.02  
CaO     ,  4.74    ,  0.06  
TiO2    ,  0.44    ,  0.03  
Cr2O3   ,  0.68    ,  0.03  
MnO     ,  0.35    ,  0.03  
FeO     , 22.42    ,  0.26  
Ni      ,  0.2623  ,  0.0135
Zn      ,  0.0126  ,  0.0015
Br      ,  0.0066  ,  0.0010
