"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.16    ,  0.07  
MgO     ,  4.23    ,  0.17  
Al2O3   ,  8.47    ,  0.19  
SiO2    , 46.69    ,  0.54  
P2O5    ,  0.76    ,  0.05  
SO3     , 10.78    ,  0.12  
Cl      ,  0.94    ,  0.02  
K2O     ,  1.02    ,  0.04  
CaO     ,  5.55    ,  0.06  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 17.64    ,  0.20  
Ni      ,  0.0732  ,  0.0040
Zn      ,  0.0894  ,  0.0030
Br      ,  0.0213  ,  0.0010
