"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.41    ,  0.20  
MgO     ,  4.49    ,  0.25  
Al2O3   ,  9.25    ,  0.29  
SiO2    , 50.77    ,  0.75  
P2O5    ,  0.69    ,  0.07  
SO3     ,  3.22    ,  0.15  
Cl      ,  1.05    ,  0.05  
K2O     ,  1.24    ,  0.05  
CaO     ,  2.51    ,  0.07  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.30    ,  0.03  
MnO     ,  0.08    ,  0.03  
FeO     , 22.48    ,  0.26  
Ni      ,  0.0692  ,  0.0060
Zn      ,  0.1063  ,  0.0045
Br      ,  0.0719  ,  0.0025
