"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.43    ,  0.14  
MgO     ,  6.33    ,  0.17  
Al2O3   , 12.04    ,  0.29  
SiO2    , 46.29    ,  0.54  
P2O5    ,  0.83    ,  0.05  
SO3     ,  6.54    ,  0.15  
Cl      ,  1.49    ,  0.04  
K2O     ,  0.65    ,  0.02  
CaO     ,  6.09    ,  0.07  
TiO2    ,  0.80    ,  0.03  
Cr2O3   ,  0.07    ,  0.01  
MnO     ,  0.22    ,  0.03  
FeO     , 14.96    ,  0.20  
Ni      ,  0.0123  ,  0.0020
Zn      ,  0.0749  ,  0.0025
Br      ,  0.0166  ,  0.0010
