"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.65    ,  0.14  
MgO     ,  4.63    ,  0.17  
Al2O3   ,  9.30    ,  0.19  
SiO2    , 49.63    ,  0.54  
P2O5    ,  0.91    ,  0.05  
SO3     ,  4.00    ,  0.08  
Cl      ,  1.96    ,  0.03  
K2O     ,  0.90    ,  0.04  
CaO     ,  2.68    ,  0.03  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.07    ,  0.01  
FeO     , 21.50    ,  0.26  
Ni      ,  0.0926  ,  0.0050
Zn      ,  0.1159  ,  0.0035
Br      ,  0.0156  ,  0.0005
