"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.86    ,  0.34  
MgO     ,  5.67    ,  0.42  
Al2O3   ,  6.45    ,  0.38  
SiO2    , 29.77    ,  0.64  
P2O5    ,  0.72    ,  0.16  
SO3     , 23.44    ,  1.17  
Cl      ,  0.83    ,  0.06  
K2O     ,  0.35    ,  0.04  
CaO     , 14.82    ,  0.74  
TiO2    ,  0.76    ,  0.10  
Cr2O3   ,  0.27    ,  0.05  
MnO     ,  0.24    ,  0.04  
FeO     , 14.55    ,  0.33  
Ni      ,  0.0491  ,  0.0050
Zn      ,  0.1028  ,  0.0055
Br      ,  0.0059  ,  0.0015
