"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  0.85    ,  0.89  
MgO     ,  4.48    ,  0.50  
Al2O3   ,  8.03    ,  0.67  
SiO2    , 56.09    ,  1.18  
P2O5    ,  0.09    ,  0.61  
SO3     ,  2.86    ,  0.47  
Cl      ,  0.46    ,  0.08  
K2O     ,  0.98    ,  0.11  
CaO     ,  4.21    ,  0.43  
TiO2    ,  0.63    ,  0.16  
Cr2O3   ,  0.46    ,  0.08  
MnO     ,  0.59    ,  0.18  
FeO     , 18.69    ,  1.37  
Ni      ,  0.0446  ,  0.0100
Zn      ,  0.1137  ,  0.0115
Br      ,  0.0050  ,  0.0025
