"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.18    ,  0.14  
MgO     ,  3.40    ,  0.08  
Al2O3   ,  9.89    ,  0.29  
SiO2    , 54.07    ,  0.64  
P2O5    ,  1.52    ,  0.09  
SO3     ,  2.80    ,  0.05  
Cl      ,  0.36    ,  0.01  
K2O     ,  0.93    ,  0.04  
CaO     ,  3.81    ,  0.04  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.15    ,  0.01  
FeO     , 18.19    ,  0.20  
Ni      ,  0.0282  ,  0.0015
Zn      ,  0.0973  ,  0.0030
Br      ,  0.0122  ,  0.0005
