"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.71    ,  0.14  
MgO     ,  5.24    ,  0.17  
Al2O3   ,  9.64    ,  0.29  
SiO2    , 49.34    ,  0.54  
P2O5    ,  0.77    ,  0.05  
SO3     ,  7.57    ,  0.10  
Cl      ,  1.24    ,  0.03  
K2O     ,  0.96    ,  0.04  
CaO     ,  4.47    ,  0.06  
TiO2    ,  0.88    ,  0.03  
Cr2O3   ,  0.26    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 16.55    ,  0.20  
Ni      ,  0.0896  ,  0.0045
Zn      ,  0.0911  ,  0.0030
Br      ,  0.0080  ,  0.0005
