"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.74    ,  0.14  
MgO     ,  6.41    ,  0.17  
Al2O3   ,  9.83    ,  0.29  
SiO2    , 50.02    ,  0.54  
P2O5    ,  0.78    ,  0.05  
SO3     ,  6.16    ,  0.10  
Cl      ,  1.25    ,  0.03  
K2O     ,  0.94    ,  0.04  
CaO     ,  4.60    ,  0.06  
TiO2    ,  1.04    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.18    ,  0.01  
FeO     , 15.45    ,  0.20  
Ni      ,  0.0984  ,  0.0050
Zn      ,  0.1002  ,  0.0035
Br      ,  0.0091  ,  0.0010
