"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.62    ,  0.14  
MgO     ,  4.67    ,  0.17  
Al2O3   ,  9.26    ,  0.19  
SiO2    , 48.76    ,  0.54  
P2O5    ,  0.81    ,  0.05  
SO3     ,  4.07    ,  0.08  
Cl      ,  0.49    ,  0.02  
K2O     ,  1.06    ,  0.04  
CaO     ,  4.67    ,  0.06  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.36    ,  0.01  
FeO     , 21.48    ,  0.26  
Ni      ,  0.0909  ,  0.0050
Zn      ,  0.1136  ,  0.0035
Br      ,  0.0036  ,  0.0005
