"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.15    ,  0.14  
MgO     ,  6.50    ,  0.17  
Al2O3   ,  8.01    ,  0.19  
SiO2    , 43.71    ,  0.54  
P2O5    ,  0.70    ,  0.05  
SO3     ,  8.59    ,  0.15  
Cl      ,  0.93    ,  0.03  
K2O     ,  0.86    ,  0.04  
CaO     ,  5.83    ,  0.07  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.37    ,  0.03  
MnO     ,  0.39    ,  0.03  
FeO     , 20.44    ,  0.26  
Ni      ,  0.0906  ,  0.0050
Zn      ,  0.2192  ,  0.0070
Br      ,  0.0239  ,  0.0010
