"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.31    ,  0.14  
MgO     ,  4.78    ,  0.17  
Al2O3   ,  8.36    ,  0.19  
SiO2    , 47.96    ,  0.54  
P2O5    ,  0.85    ,  0.05  
SO3     ,  6.17    ,  0.08  
Cl      ,  1.47    ,  0.02  
K2O     ,  1.05    ,  0.04  
CaO     ,  4.21    ,  0.06  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.19    ,  0.01  
FeO     , 20.91    ,  0.26  
Ni      ,  0.0960  ,  0.0050
Zn      ,  0.1037  ,  0.0035
Br      ,  0.1125  ,  0.0035
