"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.21    ,  0.07  
MgO     ,  4.40    ,  0.17  
Al2O3   ,  8.89    ,  0.19  
SiO2    , 50.22    ,  0.54  
P2O5    ,  1.13    ,  0.07  
SO3     ,  3.84    ,  0.05  
Cl      ,  0.67    ,  0.02  
K2O     ,  1.12    ,  0.04  
CaO     ,  3.07    ,  0.04  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.18    ,  0.01  
FeO     , 22.42    ,  0.26  
Ni      ,  0.0938  ,  0.0050
Zn      ,  0.1701  ,  0.0055
Br      ,  0.0232  ,  0.0010
