"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.93    ,  0.14  
MgO     ,  5.58    ,  0.17  
Al2O3   ,  5.37    ,  0.19  
SiO2    , 25.20    ,  0.32  
P2O5    ,  0.91    ,  0.07  
SO3     , 29.58    ,  0.38  
Cl      ,  0.73    ,  0.04  
K2O     ,  0.25    ,  0.02  
CaO     , 20.58    ,  0.21  
TiO2    ,  0.52    ,  0.03  
Cr2O3   ,  0.22    ,  0.03  
MnO     ,  0.16    ,  0.03  
FeO     ,  8.78    ,  0.13  
Ni      ,  0.0207  ,  0.0035
Zn      ,  0.0194  ,  0.0020
Br      ,  0.0109  ,  0.0010
