"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.01    ,  0.07  
MgO     ,  6.18    ,  0.17  
Al2O3   ,  5.84    ,  0.19  
SiO2    , 28.47    ,  0.32  
P2O5    ,  0.71    ,  0.05  
SO3     , 18.07    ,  0.20  
Cl      ,  0.78    ,  0.02  
K2O     ,  0.31    ,  0.01  
CaO     , 12.43    ,  0.13  
TiO2    ,  0.61    ,  0.03  
Cr2O3   ,  0.21    ,  0.01  
MnO     ,  0.35    ,  0.01  
FeO     , 23.78    ,  0.26  
Ni      ,  0.0878  ,  0.0045
Zn      ,  0.0908  ,  0.0030
Br      ,  0.0259  ,  0.0010
