"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.87    ,  0.14  
MgO     ,  9.96    ,  0.25  
Al2O3   ,  7.94    ,  0.19  
SiO2    , 41.96    ,  0.43  
P2O5    ,  0.68    ,  0.05  
SO3     ,  4.85    ,  0.10  
Cl      ,  1.60    ,  0.03  
K2O     ,  0.83    ,  0.04  
CaO     ,  5.80    ,  0.07  
TiO2    ,  0.82    ,  0.03  
Cr2O3   ,  0.57    ,  0.03  
MnO     ,  0.52    ,  0.01  
FeO     , 21.48    ,  0.26  
Ni      ,  0.0385  ,  0.0020
Zn      ,  0.0338  ,  0.0015
Br      ,  0.0050  ,  0.0005
