"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.57    ,  0.20  
MgO     ,  4.47    ,  0.25  
Al2O3   ,  6.07    ,  0.38  
SiO2    , 61.04    ,  0.75  
P2O5    ,  2.51    ,  0.14  
SO3     ,  6.51    ,  0.20  
Cl      ,  2.01    ,  0.07  
K2O     ,  0.55    ,  0.04  
CaO     ,  3.74    ,  0.07  
TiO2    ,  1.29    ,  0.09  
Cr2O3   ,  0.23    ,  0.03  
MnO     ,  0.02    ,  0.04  
FeO     ,  8.60    ,  0.13  
Ni      ,  0.0086  ,  0.0030
Zn      ,  0.0040  ,  0.0025
Br      ,  0.0490  ,  0.0020
