"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.48    ,  0.14  
MgO     ,  5.23    ,  0.17  
Al2O3   ,  9.05    ,  0.19  
SiO2    , 49.53    ,  0.54  
P2O5    ,  0.74    ,  0.05  
SO3     ,  3.59    ,  0.08  
Cl      ,  1.11    ,  0.03  
K2O     ,  1.07    ,  0.04  
CaO     ,  2.79    ,  0.04  
TiO2    ,  1.12    ,  0.05  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.24    ,  0.01  
FeO     , 22.37    ,  0.26  
Ni      ,  0.0963  ,  0.0050
Zn      ,  0.1179  ,  0.0040
Br      ,  0.0416  ,  0.0015
