"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.64    ,  0.20  
MgO     ,  6.53    ,  0.25  
Al2O3   ,  8.63    ,  0.29  
SiO2    , 46.37    ,  0.64  
P2O5    ,  1.04    ,  0.07  
SO3     ,  6.01    ,  0.17  
Cl      ,  1.34    ,  0.06  
K2O     ,  0.97    ,  0.04  
CaO     ,  3.77    ,  0.08  
TiO2    ,  1.09    ,  0.07  
Cr2O3   ,  0.32    ,  0.03  
MnO     ,  0.22    ,  0.03  
FeO     , 20.69    ,  0.26  
Ni      ,  0.0862  ,  0.0060
Zn      ,  0.1173  ,  0.0045
Br      ,  0.0221  ,  0.0015
