"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.36    ,  0.14  
MgO     ,  3.72    ,  0.17  
Al2O3   ,  2.73    ,  0.10  
SiO2    , 12.65    ,  0.32  
P2O5    ,  0.51    ,  0.09  
SO3     , 39.07    ,  0.57  
Cl      ,  0.88    ,  0.05  
K2O     ,  0.07    ,  0.02  
CaO     , 32.44    ,  0.34  
TiO2    ,  0.17    ,  0.03  
Cr2O3   ,  0.13    ,  0.03  
MnO     ,  0.30    ,  0.03  
FeO     ,  5.83    ,  0.13  
Ni      ,  0.0057  ,  0.0035
Zn      ,  0.0490  ,  0.0035
Br      ,  0.0051  ,  0.0015
