"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.52    ,  0.20  
MgO     ,  5.78    ,  0.25  
Al2O3   ,  5.01    ,  0.19  
SiO2    , 28.99    ,  0.54  
P2O5    ,  0.71    ,  0.07  
SO3     , 10.95    ,  0.25  
Cl      ,  1.69    ,  0.07  
K2O     ,  0.12    ,  0.02  
CaO     , 28.70    ,  0.29  
TiO2    ,  0.50    ,  0.05  
Cr2O3   ,  0.19    ,  0.05  
MnO     ,  1.00    ,  0.05  
FeO     , 14.28    ,  0.20  
Ni      ,  0.0483  ,  0.0060
Zn      ,  0.2253  ,  0.0070
Br      ,  0.0112  ,  0.0015
