"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.51    ,  0.14  
MgO     ,  5.44    ,  0.17  
Al2O3   ,  5.18    ,  0.19  
SiO2    , 32.20    ,  0.43  
P2O5    ,  0.87    ,  0.07  
SO3     , 12.35    ,  0.25  
Cl      ,  1.56    ,  0.06  
K2O     ,  0.10    ,  0.02  
CaO     , 25.15    ,  0.25  
TiO2    ,  0.45    ,  0.03  
Cr2O3   ,  0.26    ,  0.05  
MnO     ,  0.89    ,  0.04  
FeO     , 13.66    ,  0.20  
Ni      ,  0.0504  ,  0.0055
Zn      ,  0.1991  ,  0.0060
Br      ,  0.0223  ,  0.0015
